1.0	4.091483996811194	0.9985130263367368	0.9983341664682815	0.5972381740072938	-3.093149830342912	3.093149830342912	9.567575872950385
2.0	3.771388262626048	0.6259696277069339	1.9866933079506122	4.095569390804185	-1.7846949546754358	1.7846949546754358	3.185136081243956
3.0	4.246646790218119	0.559726625067921	2.955202066613396	-1.0185555366076788	-1.2914447236047226	1.2914447236047226	1.6678294741264783
4.0	4.296037909205706	0.5285625789395231	3.8941834230865053	3.62540365641361	-0.40185448611920105	0.40185448611920105	0.16148702801412715
5.0	4.6155459378056545	0.5082904026145316	4.79425538604203	4.496134806575981	0.17870944823637558	0.17870944823637558	0.0319370668889498
6.0	5.375212786125884	0.49931227874877115	5.646424733950354	8.738769139009026	0.27121194782447056	0.27121194782447056	0.07355592064274334
7.0	5.454198397056292	0.4852961163071184	6.442176872376911	4.32135521669602	0.9879784753206193	0.9879784753206193	0.9761014676968556
8.0	6.888481122811848	1.2913920643398116	7.173560908995228	4.913353334808146	0.28507978618337937	0.28507978618337937	0.0812704844903613
9.0	7.763995328187834	1.8868319626586518	7.833269096274834	4.774721957954137	0.06927376808700014	0.06927376808700014	0.0047988549449714795
10.0	7.912566990717702	2.240395267695936	8.414709848078965	4.10076850275968	0.5021428573612639	0.5021428573612639	0.25214744919893456
11.0	8.886658786971068	2.4555889574912286	8.912073600614354	5.751148573188732	0.025414813643285683	0.025414813643285683	0.0006459127525229401
12.0	8.075875705100344	2.5675219224961316	9.320390859672264	4.602325961609499	1.2445151545719195	1.2445151545719195	1.5488179699591687
13.0	6.914718159101614	2.645878380183954	9.63558185417193	5.491999974238625	2.7208636950703156	2.7208636950703156	7.403099247151691
14.0	5.906843938974738	2.6909518807454886	9.854497299884603	12.878379690597091	3.9476533609098645	3.9476533609098645	15.58396705790295
15.0	5.120178619762388	2.7032128086676104	9.974949866040545	16.440738083242422	4.8547712462781565	4.8547712462781565	23.568803853689165
